ランディング ページ,セッション,新規セッション率,新規ユーザー,直帰率,ページ/セッション,平均セッション時間,コンバージョン率,目標の完了数,目標値
/lp/houses/176_0013_2_03/index.html?argument=VhD4FQ1G&dmai=fb_176_0013_2_03&fbclid=IwAR3UK_0iP9w3MIpt9qsPptmx_CUkfS1dY8htwuRWYoRL2dXccG762rRnQSA_aem_AQocrHpX1LgO10Vk6zGoKAyQsHQThSYGGXKenF8jKGH9CaBwIVQYUM7ndm42stitzSVGclEIPn1D12wn8mBPWIAk8aZP4-a2NYAuJDLdjUKsjvb9Ft-iXzsOYaHdlVuiI5w,2,100.00%,2,50.00%,1.50,15.50,0.00%,0,0.00
/lp/houses/176_0021_3_03/,2,0.00%,0,50.00%,3.50,211.50,0.00%,0,0.00
/lp/houses/177_0044_2_02/,2,0.00%,0,0.00%,2.50,36.00,0.00%,0,0.00
/lp/houses/177_0044_2_02/index.html?argument=VhD4FQ1G&dmai=fb_177_0044_2_02&fbclid=IwAR0C39MPezZRqRVkOvbeKlV7jUC1D4wc6Wtgxw0QzltG7AJYE8pRmV28FsY_aem_AcEOAl9LZD8jaVJpFxUhXWpY43PQazHUZFupfG3-w3plTt6yRLVo3m79vS5PKr3H6c_4rlMU0FCrPi7QiDa0Q6nuZEs48wqatUuvTzQaYEeD1ZPvFVj450yw26H8r5KqYYg,2,100.00%,2,0.00%,2.50,131.00,0.00%,0,0.00
/lp/houses/177_0044_2_02/index.html?argument=VhD4FQ1G&dmai=fb_177_0044_2_02&fbclid=PAAaYd0XR9EzxJgdvIlMRdG02_AOkQHTQlMFM2OjSfVXTcFeMuchC9YpG92SU_aem_AZ49sGpmbmpVdlewX5y8bhdss94siVMEccMrshO24BDpDgyxaJgWqAOBqq8TUPufqx9wD8Ly7rVRl_v4a0MP7CRuozS-PABgfIqLCXakKUXipuQUalgcT0clLPNPBQncFns,2,100.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/177_0044_2_02/index.html?argument=VhD4FQ1G&dmai=fb_177_0044_2_02&fbclid=PAAaYP8ytm_aME_I-Xnj2kR_PibruZsdbFGy0tRxyPill-wikuQz1k8eoX3Ow,2,100.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/178_0061_2_05/,2,0.00%,0,50.00%,2.00,12.00,0.00%,0,0.00
/lp/houses/181_0014_4_06/after_service.html,2,50.00%,1,0.00%,5.50,671.50,0.00%,0,0.00
/lp/houses/181_0014_4_06/company.html,2,50.00%,1,50.00%,7.00,144.50,0.00%,0,0.00
/lp/houses/181_0014_4_06/index.html?argument=VhD4FQ1G&dmai=fb_181_0014_4_06&fbclid=PAAaYzk4Kf1uVLqlEZlX0wfNDqPMNW1_loWlUu-bvKCo6vaFbV5kgt8mChTuw_aem_AeZjKATRWejmW2kiCbnOTVNoBwfx6AzsFA6qBPIRCrfVKDphWf8PedyCKXcixBjNXySJMpRPUAKzfnfDV747gshlChpfrOuchiVamwRpuvOLFUE9ntJ9NgaI1rtFPmYL1gU,2,50.00%,1,50.00%,15.00,749.00,0.00%,0,0.00
/lp/houses/185_0035_4_02/company.html,2,0.00%,0,50.00%,4.00,348.00,0.00%,0,0.00
/lp/houses/189_0003_5_02/company.html,2,100.00%,2,0.00%,2.00,669.00,0.00%,0,0.00
/lp/houses/189_0003_5_02/concept.html,2,100.00%,2,0.00%,2.00,231.50,0.00%,0,0.00
/lp/houses/190_0003_4_02/index.html?argument=VhD4FQ1G&dmai=fb_190_0003_4_02&fbclid=PAAaYnKpJW0V6Q3Lwjovto2UQmwXD7FlZBoznDzP0yYuLbK8ZjdL2p_VkKRxY_aem_AW10WtMUyHHIOfb5wMg6qI_uac8UsTASU-XRaf97Vez1PrHGkgIavIN1VwsNjs9tld1RI565SrF_5vX4hI_BRdSVTn1Xao-QQJ-Rg-8Hvfa0QaVOBCs3y7rkB3KiFQay2S0,2,100.00%,2,50.00%,2.50,90.50,0.00%,0,0.00
/lp/houses/201_0005_3_01/,2,0.00%,0,0.00%,3.50,75.50,0.00%,0,0.00
/lp/houses/203_0031_4_02/,2,100.00%,2,0.00%,7.00,253.50,0.00%,0,0.00
/lp/houses/215_0018_6_01/?yclid=YSS.1001111129.EAIaIQobChMIzO6z8-Lx8AIVQT5gCh0FiQCwEAAYASAAEgLmFfD_BwE,2,50.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/215_0018_6_01/index.html?argument=VhD4FQ1G&dmai=fb_215_0018_6_01&fbclid=PAAaZbUcCIfE051K40dwrHrJ0An7Q_DtS3pYo9IEIO9nJa-wook6g-XXtX8Fw_aem_AQRKmxv8lF0mbr77abjHD1DIouat7sYCK-7ObQJgUQ8fc8fI364wt6no5RBhEe0Cdun7mFaBYI2rp62nZDmxw_K74Sw8ZObpTj1h9JQvmte59pWYJp7p4IVMDNwuVjTDoiY,2,50.00%,1,50.00%,1.50,0.50,0.00%,0,0.00
/lp/houses/215_0018_6_01/index.html?argument=VhD4FQ1G&dmai=fb_215_0018_6_01&fbclid=PAAaZCee1vPEWiaB-4zkxDwm6J8XDwiWh0YfCdlrizem9m-8vQz1lZy9p-9Ak_aem_AayYV51V8EV-2MjTkVDS8I3zLba0HRP5TgfLkgMbsGU1icf_xAEkVG7DxCHAX2sdFBIxDYk4RyFQnuIBOaX6ID_GpZVbYAVZM4X9bwRnALirm-0bzwpgp34-NEsDPHge9zI,2,50.00%,1,50.00%,1.50,25.50,0.00%,0,0.00
/lp/houses/252_0134_1_01/company.html,2,50.00%,1,50.00%,5.00,145.00,0.00%,0,0.00
/lp/houses/252_0134_1_01/index.html?argument=VhD4FQ1G&dmai=fb_252_0134_1_01,2,50.00%,1,50.00%,1.50,49.50,0.00%,0,0.00
/lp/houses/272_0825_2_03/index.html?argument=VhD4FQ1G&dmai=fb_272_0825_2_03&fbclid=IwAR2zkJ19-Gy5IvXsTpIbr63c4WZaG-Ecrp8jmTnsSNYRGJcgNw7YsOnu6-A_aem_AdQ3Swap75AV1XLrh8KRWITnZ8pn2q3OM4C68C0iFV3u_OM1WsRJc77NgPg2u4o96awcPoGF_dyLJPqyqgEt-78XiPD0qh6_Kh1I8mYSUybRDXnhW-KS4tds-oextcsT6Sk,2,100.00%,2,50.00%,1.50,8.00,0.00%,0,0.00
/lp/houses/272_0825_2_03/index.html?argument=VhD4FQ1G&dmai=fb_272_0825_2_03&fbclid=IwAR3QTGrhcN3W8TCGqCvzRVNZkAxFUUVeyQbd3hmPZNscVexl8K_nwtGUucI_aem_ASmA1EPfxn8qDYqNBJcEYQIs340Kkhs5Rz0wEj_4P5tWfIBM0xIBeNBBBTF3yv-nlFSqO8oge5Bf2rE4xdF6TIzYK0hhMQ9V9L75C0LCstsySdlysK6cnpqcsAZyzSTSZaQ,2,100.00%,2,0.00%,3.00,52.00,0.00%,0,0.00
/lp/houses/272_0825_2_03/index.html?argument=VhD4FQ1G&dmai=fb_272_0825_2_03&fbclid=PAAabFFRxTF70DXjyvY8RJY6ndJ_05PHzh2kcnQI3HCfAvc_M667jm3F1VcmM_aem_AU9xXF7PSJuULxG3CKu3L3vAC8UPkekQAZr1uRqg19XDwfNFQdL_Qpf8UEOFAv9C2Fk-cysc6lVjz7Y9roVcpauoI6Wa6r_OSsZj5lhteNcGmeZj8FfqDntTtqvWejHwTvs,2,100.00%,2,50.00%,1.50,26.00,0.00%,0,0.00
/lp/houses/272_0834_4_02/?argument=VhD4FQ1G&dmai=ydn_gw_lp&yclid=YJAD.1590753452.n9zBhkGdcq2u6HyrLNSaqQSCdyJVKjVtOLB0Q1nRnd4FzegXWEbu51AxUBMs0lx6Ugxy6YXOZfaIUEkfF2uZdgw.SkXGFtvD793JOL_cONsIDt4-,2,0.00%,0,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/272_0834_4_02/index.html,2,50.00%,1,0.00%,3.00,44.50,0.00%,0,0.00
/lp/houses/273_0003_1_01/index.html?argument=VhD4FQ1G&dmai=fb_273_0003_1_01&fbclid=IwAR1eEDONmWQRkkaYEI2kfX-j95MJR2ULiJoR2wMzu-EIk2JpWcAAzBCSTyM_aem_ASqT5MA8wGZfe-JKEiB5VImEr2TUR1Ie_Sr0rHrCFOjTMPu7qv921350VfxVLL7mnXv_Q0YeegFW-4VW5HUPpFrzmxt7Sw6NNgCc5-S2YX_5T8dquLkG1Dudwvy-BvyHAQU,2,0.00%,0,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/273_0003_1_01/index.html?argument=VhD4FQ1G&dmai=fb_273_0003_1_01&fbclid=PAAaagcVmqA8SvDlK3q4jQ5ptcBmAfYzND2byvIZNrLKIe-0uvsxENujE2xJg_aem_ASExw2fmO464XX_6VjcPXuKIY_2RFLh7A5qAG0yk5dfR_xzkjts5J1U5LdOzuHH1aQ_wRlTnANlsyFKnKcDtKR3NkJKjdlmSbMfJfFFGK8MpfYfjb3upI1qwy_M733fPVUs,2,100.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/273_0003_1_01/index.html?argument=VhD4FQ1G&dmai=fb_273_0003_1_01&fbclid=PAAaaM6px2FwY_T3qTrJiCPntZl78mHzBxjGEVaN11PRJWB0k0WvgCkTQ_2Gc_aem_ASkoBYD0SED6GLsT0oKXUfftvsFm9owTtzHuOtgWU5KtS6QweRd0RPR45DHbGd41Xe5dcOYGXRlxNs-bbAuzY1z9R2PLlcse3hHs_Y4rdL3ZDc6EKzgPgRfD2kLto78Ctkc,2,50.00%,1,50.00%,6.50,217.00,0.00%,0,0.00
/lp/houses/273_0003_1_01/index.html?argument=VhD4FQ1G&dmai=fb_273_0003_1_01&fbclid=PAAabmiqXaf5zEZYBEsHgqoOE4oEAm4WvGdl8KQF5kG8E23FgUgex4JLo4y78_aem_AckiB00e0BC3jA7ii4jiog2XQLA0HxniN_hy-H7MEfyXpmVtHo-EzLs0BkuoKgiZprrIkVftXvKbRv9ZtOCNzxNfX-VmVvBtpUKLeUFbY6-6wi3EKZJKBJK6FJeIUD4Sy54,2,100.00%,2,50.00%,1.50,51.00,0.00%,0,0.00
/lp/houses/273_0046_2_01/concept.html,2,50.00%,1,50.00%,8.00,785.00,0.00%,0,0.00
/lp/houses/273_0046_2_01/index.html?argument=VhD4FQ1G&dmai=fb_273_0046_2_01&fbclid=PAAaZzkS3KMCo7Nd9vIwl3WbMP5Xd_yke6pe7-MF6TdqGvYJE4X6c5Gp4qtZY_aem_ATW0lzuv503AiDwOeDnxC0A21Z2nsJN239tSIu_69dZsXjyknmq8XyxW1lR-q5s-89B1f7QX_9Q8thlOIGonQHRtp-Ywnoz5jCrWzEi1a8FU99EzSyRV5kvI8t4okNREL70,2,100.00%,2,50.00%,2.00,143.50,0.00%,0,0.00
/lp/houses/274_0063_8_02/?yclid=YSS.1001111129.EAIaIQobChMI-6TDj4Ls8AIVSEFgCh1OGQDcEAAYASAAEgImJfD_BwE,2,100.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/274_0063_8_02/?yclid=YSS.1001111129.EAIaIQobChMI8cW9p6uv8AIVAa6WCh1CeAgZEAAYASAAEgKUuPD_BwE,2,0.00%,0,0.00%,6.00,687.50,0.00%,0,0.00
/lp/houses/274_0063_8_02/?yclid=YSS.1001111129.EAIaIQobChMIr67567zc8AIVBXZgCh1y2A1pEAAYASAAEgJMPvD_BwE,2,100.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/274_0063_8_02/?yclid=YSS.1001111129.EAIaIQobChMIuqfmr7it8QIVosBMAh3ElAZGEAAYASAAEgJ94vD_BwE,2,50.00%,1,0.00%,13.00,268.00,0.00%,0,0.00
/lp/houses/274_0063_8_02/?yclid=YSS.1001111129.EAIaIQobChMIzv7lt92G8QIVjx0rCh24bQMlEAAYASAAEgJEN_D_BwE,2,0.00%,0,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/274_0063_8_02/index.html?argument=VhD4FQ1G&dmai=fb_274_0063_8_02&fbclid=PAAaaT7F9A93p47WLmhnM8bydpabLAupol7xlcdw2W79cRvZhubrqtCWEdRR8_aem_AejnYfKyFlI4ne_j-3B89n_R-mZ9jyoaeyoZf9xv_522vv5oBXOAG8FtUMtMXlNISi3Szhw7cPS2qcEbdjLJM0JqTBrzga8UR_Vs1vtikEJ1MblfWGNipHcNE7oenh9Wj7E,2,0.00%,0,50.00%,1.50,9.50,0.00%,0,0.00
/lp/houses/274_0063_8_02/index.html?argument=VhD4FQ1G&dmai=fb_274_0063_8_02&fbclid=PAAabqIdk6XqHoLNHeygBtboT7BACp7wzkgVKzuEFjZWyaIplSLYbPRfmq6UM_aem_AXgH7iNNlbdoiPKRHfuG8RZGBVbSkLg-O805mPBEDF9igJIxXTmOUNMYsGxuOO1_vjztIYgyeFErSZelrjBbcsJB0cpxjelsAWUuyezv4PLwJhXlFFowAuqpmkhhxtmeylI,2,100.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/274_0063_8_02/index.html?argument=VhD4FQ1G&dmai=fb_274_0063_8_02&fbclid=PAAaYa6z-pMN8RtPBl20-tl_aoFosAy9Io3FYKQvQ_Ci74s8CsDBxVQl-kXWY_aem_AQPg2Q3YggaLQFRkcSM2vcgmWXaZgv1aVioxHr9tgG0Oc1bjx8COdqVOpz09a0WNN6D1htxfoiQKBkS62-gPtCfWqxzceQAwmr3oVbDmTdtEKm1vhYMcsTx9EAIRK1KGAU8,2,100.00%,2,50.00%,1.50,71.50,0.00%,0,0.00
/lp/houses/274_0063_8_02/index.html?argument=VhD4FQ1G&dmai=fb_274_0063_8_02&fbclid=PAAaZ9QBWOOV_G_B7f_v8UeBtO6cTThNnahKgiP05mbBJQw_01eVdp2I3KI1c_aem_AS9iHfyHyQDQYV6vPBy3ImF0XA4p2_itSPQ4HzHqSV3JwUEukI-cP7m1KOjLqqV1fwty3rFqH3tMZ1ph37GWCQQ_E30NFV8WT4FMr85KtNGKEOWZ2V_oJSqeo4DSHZHJozI,2,100.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/274_0807_4_02/concept.html,2,50.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/274_0813_3_01/concept.html,2,100.00%,2,50.00%,1.50,7.50,0.00%,0,0.00
/lp/houses/275_0004_5_01/concept.html,2,100.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/277_0061_1_01/index.html?argument=VhD4FQ1G&dmai=fb_277_0061_1_01&fbclid=PAAaa46LvT_XwKGs6DYbx4EsFdgXoZKHo9ugq-rGBy9JbeIsthNWzJAouhz0c_aem_AaH5cyyLtN84MtEHwJzZpOEUWM63-j5d6GyP7meP4p3tDjFNS-V7NYkLqxwZinnEoOaQGX0GhgiURxTeLiKcjlDRLOGxmcLcCXGaTikBqy5_pXEDg6r3QwWs3-aqRXIv3I0,2,100.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/277_0061_1_01/index.html?argument=VhD4FQ1G&dmai=fb_277_0061_1_01&fbclid=PAAaa4wUaNPI1-ilxK7LkuE6i0NaC4hH4-6VhpIC4rb2IZ2984hRDLaSM9D_Q_aem_AbX9ODtXB2OMo_RQDyo041BNk-5xFD0AhxLcNoOZT9Y1nf5CwDOqy9NUDnCmg1QeuqcZBh7DTlVCtiM3BxYDxvvvqkCYTQIEdc3Z-qBo6OCyL8UEri5-Shi56-qHaLxN06c,2,50.00%,1,50.00%,3.00,239.00,0.00%,0,0.00
/lp/houses/277_0061_1_01/index.html?argument=VhD4FQ1G&dmai=fb_277_0061_1_01&fbclid=PAAabM1G4x1dEf4v7CMjvTEo59U_Rq1qb6pKASEdP7FGXzUKnHmm4hcTniQ8M_aem_ARQiID3FEDu8KcalyEJsaava94SZUN8JOIWO7PchN35ars34ISimbAhB9gckIc6I4W47Mht0Vur2NWwznvxN4C-Hm51lujBd5kki0LUFbbIqcG6qz7MdYACUE_PEJYuSy7g,2,50.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/277_0061_1_01/index.html?argument=VhD4FQ1G&dmai=fb_277_0061_1_01&fbclid=PAAaYVLSpig2wStPi-dFD9ABrAhn1PWvtNXHd8dUWPqPGmPDEzlGvjwUMefIQ_aem_ASyBXGSqsiM-STOV3OtBzTJVXjgFa8rj6W0dpeAOzmSKdtUM50QsO-MAThGOZ46pEahsZ-sY7YqaOiAiBbfW4XUpf6kSDy5EiUoxRiCDQdybzN7Q2CWlWWRt8IeSVesbxQ8,2,100.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/284_0012_889_02/index.html?argument=VhD4FQ1G&dmai=fb_284_0012_889&fbclid=IwAR1rPDAXobwMVTxVniGuHlx00VmmwHz57Z-zuu6Jsw4tpQ-VLZ-Wrdi_n_I,2,0.00%,0,50.00%,1.50,80.50,0.00%,0,0.00
/lp/houses/284_0012_889_02/index.html?argument=VhD4FQ1G&dmai=fb_284_0012_889&fbclid=PAAabfw2Gb-v8dt2348AGYJHC_YHeEvEwW_WJXRnvW8KzqCmrbsrBVKuZT1YE_aem_AbB6IYeNAl0G7lyMCMsNJ-T674yinhRahymJuJgiC-6CYOCRIpjXDu3SGR46Gm26epSP_Asz7j-Paj_pzmCzuD14WBUvZQtgFaO7AEzWK2QeyBg5_huTb9HfKSh1ElWIsqw,2,100.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/284_0012_889_02/index.html?argument=VhD4FQ1G&dmai=fb_284_0012_889&fbclid=PAAabz4UOyIGhJOP9FahUhE2k11DyDB8tYNzUI9QbhFL45uqJAVkfZfjFIQdE_aem_AcXKoMobkBtMpaFWMEOaCJzpCWHAItj_MzdINFHTATbrY03hvPOY1yk4F2Wi9Lj9GsdylUd0xQ2UFlrvzkFdY74Ohd8rry9uLrcaf0VHOfuvxaYtckmEzF97qqvE-cot064,2,100.00%,2,50.00%,2.50,60.50,0.00%,0,0.00
/lp/houses/330_0072_4_01/concept.html,2,100.00%,2,0.00%,3.00,143.00,0.00%,0,0.00
/lp/houses/330_0072_4_01/index.html?argument=VhD4FQ1G&dmai=fb_330_0072_4_01,2,100.00%,2,50.00%,1.50,7.50,0.00%,0,0.00
/lp/houses/330_0072_4_01/index.html?argument=VhD4FQ1G&dmai=fb_330_0072_4_01&fbclid=IwAR3dIPHC0zsAdMLmAMoZd07jpGu3gvjJ6f6DVu94F8IeRpiZnyh2pMbNsWg_aem_AZsUzH8qi3az3p0lyp6DEzRkRRYuefwW4aXBJm7XtSPEYHc0N6jIPZlY_l88ChEBQpPjCXz0k9-q8-z6lHgxr3BRxpIJbArJDJ4Ip7TpUX-Ssu04XSw9hbnqKP7-L-7PjbY,2,100.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/330_0072_4_01/index.html?argument=VhD4FQ1G&dmai=fb_330_0072_4_01&fbclid=PAAaZxdVr0qWjGQdOk7bWXcrKDG3g5CnYuVpnmoaUqu2AGEpLMSdCQlolF1v0_aem_ARQ0wlx6HHyFHywL5KdD90boWhKxOlVgAnXtGqq7DqhBN_j3NQvxdjWPAKineUoRygWCIEL1LYgLaeLae15l11_914GArQAyPIRlJtNXx-wmkDmDnFER1uGv1eyly31F69Y,2,100.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/330_0072_4_01/index2.html,2,0.00%,0,0.00%,6.00,653.00,0.00%,0,0.00
/lp/houses/332_0023_4_03/,2,50.00%,1,0.00%,3.50,128.50,0.00%,0,0.00
/lp/houses/332_0027_1_09/index.html?argument=VhD4FQ1G&dmai=fb_332_0027_1_09&fbclid=PAAablg7wVyL-0o9kIlKIN9-bC4R7NvfTrUWSFu0cdaxW79wV9VRrHCQ9U2po_aem_AUbUDmnkhYDWghzDTwPdNi9XOlr2Saptf0rmpD6kcchIlTwmnLBVYNZzCE2PwwAWzXlaWuxQpJuNEIk8lF8-HGY3YlH9PIn1c3oVRXJGIUdqRRY-DnOxudP78hoy9CVvy54,2,100.00%,2,50.00%,4.50,261.00,50.00%,1,0.00
/lp/houses/332_0027_2_10/concept.html,2,50.00%,1,50.00%,7.00,367.00,0.00%,0,0.00
/lp/houses/332_0027_2_10/index.html?argument=VhD4FQ1G&dmai=fb_332_0027_2_10&fbclid=IwAR0vTzyG-VQkVUctoqnVLQtunIZNi7gkWvSKMckqEv5N9JUbywrwHRT9aOg_aem_AYO5kVacNRFUeFq2vK9PHc5Zl03uE4tccdWVXgbC5-_7R9AeNRj5aTPUlt972wyTZXD1Sz6DuhT1jP9zTAnpIFLq93foEVfdehAg0IFlziIAFMTTxCn_WqZramwU7-N35yM,2,100.00%,2,0.00%,3.00,365.00,0.00%,0,0.00
/lp/houses/332_0027_2_10/index.html?argument=VhD4FQ1G&dmai=fb_332_0027_2_10&fbclid=IwAR3GOgulo7IjQRWfhiqHb4dDqBjVtZt7SVTG5BLcPmBIy3WtFTgo6lJjFSI,2,50.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/332_0027_2_10/index.html?argument=VhD4FQ1G&dmai=fb_332_0027_2_10&fbclid=IwAR3ZFIns5Vz1y9JihNP35598zYLwLWXUOgMzcQ4AY6iRXqBlgw-hGAx84sg,2,0.00%,0,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/332_0027_2_10/index.html?argument=VhD4FQ1G&dmai=fb_332_0027_2_10&fbclid=PAAabXhYg_FzXM56W9fV7Jc1bpwM15aCvL5zC8zFwteGoEE4RTPOrOoSvEI5E_aem_AReXJMgBH7zSqA19eWt6_bj-bWqOVHGlTk0tI-HXdtY_tBfh7PL-tSppAD1unF_MwY01CP6eW8D80KRmOnGdX0K_P8OqIDifs3sHw918h0Nm1lsNPZgdKYBUbsq-wQ8TBk8,2,50.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/332_0027_2_10/index.html?argument=VhD4FQ1G&dmai=fb_332_0027_2_10&fbclid=PAAaYCDPApXUmVrU8ky7CKlc2f-sdrFN6LY2HWxGHpJ3CcUKGdiPVfXby4uXA,2,100.00%,2,50.00%,5.00,63.50,0.00%,0,0.00
/lp/houses/333_0834_5_03/company.html,2,100.00%,2,50.00%,2.00,96.50,0.00%,0,0.00
/lp/houses/333_0834_5_03/index.html?argument=VhD4FQ1G&dmai=fb_333_0834_5_03&fbclid=IwAR3mlxwxoZjvT3K2MrpOJ4itBBDZE2H2AQ8fMTFMAT3EZHBsUtIbSitp_gE,2,100.00%,2,50.00%,1.50,55.50,0.00%,0,0.00
/lp/houses/334_0001_1_04/index.html?argument=VhD4FQ1G&dmai=fb_334_0001_1_04&fbclid=IwAR3ttFqHdhQvWWoKqOPoe5YCXx7v5kS60v3wmRJOMI3qkZkuz4Elch9I2uw,2,100.00%,2,0.00%,7.00,217.00,0.00%,0,0.00
/lp/houses/334_0056_786_01/?yclid=YSS.1001111129.EAIaIQobChMIwqe1qJvx8AIV2auWCh1BagTIEAAYASAAEgJJ2_D_BwE,2,50.00%,1,50.00%,1.50,132.50,0.00%,0,0.00
/lp/houses/334_0063_1_05/concept.html,2,50.00%,1,50.00%,1.50,2.00,0.00%,0,0.00
/lp/houses/335_0012_2_03/?gbraid=0AAAAADN8pbPvJwGKD7Mkjj2AdWJxgFB6-,2,100.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/335_0012_2_03/?yclid=YSS.1001111129.EAIaIQobChMIprGM-tLr8QIVh6uWCh166A5PEAAYAiAAEgLSDPD_BwE,2,100.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/335_0012_2_03/index.html?argument=VhD4FQ1G&dmai=fb_335_0012_2_03&fbclid=PAAaaKr4SlrvFJH9h-PteSVSXy_tg3lk8KXRuKL_rI21cG0iiTp79ybWetRDk,2,0.00%,0,50.00%,1.50,139.00,0.00%,0,0.00
/lp/houses/336_0042_642_01/concept.html,2,0.00%,0,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/336_0042_642_01/index.html?argument=VhD4FQ1G&dmai=fb_336_0042_642&fbclid=PAAaYLmPDlxdZTkn2-hXWEwuKF_wxzpPZCMfpI1mKX4LvfLxGQdP3AWtS3rhA,2,100.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/338_0837_3_01/index.html?argument=VhD4FQ1G&dmai=fb_338_0837_3_01,2,50.00%,1,50.00%,1.50,41.00,0.00%,0,0.00
/lp/houses/338_0837_3_01/index.html?argument=VhD4FQ1G&dmai=fb_338_0837_3_01&fbclid=IwAR0D_tiKH18jXEP1V0GdPveYd75FH2qO-y91S_MOcHak6LT69dar6anK0mw,2,0.00%,0,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/338_0837_3_01/index.html?argument=VhD4FQ1G&dmai=fb_338_0837_3_01&fbclid=IwAR1RZtCGsY0qArLr-8a6z_vWiHbfyJfe-QuYt0bcKgpHnXI_uh_JDXkJAcM_aem_AQF0VF7wA9I7JeaD_1VAQXaCJDRPOC2ljmKfOtCz-crfCNjnnJkr5WefJmEsu0hn7UY5VqIQJCga49Gn4pZd93Q2uTmdsbVF-SEtdak-Y05UVdk-fc1QCbxMCOdc7jEhczc,2,50.00%,1,50.00%,5.50,114.50,0.00%,0,0.00
/lp/houses/338_0837_3_01/index.html?argument=VhD4FQ1G&dmai=fb_338_0837_3_01&fbclid=PAAaaclaemdMYlOx4QBh7goBQtx9-ZhlqoF9msxY6-SsPzc762MpXenutH0kw,2,50.00%,1,0.00%,2.50,79.50,0.00%,0,0.00
/lp/houses/338_0837_3_01/index.html?argument=VhD4FQ1G&dmai=fb_338_0837_3_01&fbclid=PAAaaJD_7jq83LegICEfqm3lLoYvVJokmQSfdW-2wCPJFhhGS5_9X77uQkjDA,2,50.00%,1,50.00%,2.50,89.50,0.00%,0,0.00
/lp/houses/338_0837_3_01/index.html?argument=VhD4FQ1G&dmai=fb_338_0837_3_01&fbclid=PAAabtAnH1UksCM7luiQYE7BEjyJ1Jw-0OpQDAqy6oPGr2Cax7-YdyOLc0DBM_aem_AZtTYOUZ4V1KjmlsSxkOwDDK0ppo7SUEttUYDeYc3NGdYTEDg7AtZDIfOaoNRzYGNCPliYXFK4Fbxr4WYc5dHtxzykGdbtEu6VoqaovFEghY72-mA4RoM65aqWM459Bz5HA,2,100.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/343_0846_4_01/?yclid=YSS.1001111129.EAIaIQobChMImdXKh-jt8AIVAsWWCh2cpwXbEAAYASAAEgJDSPD_BwE,2,100.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/343_0846_4_01/index.html?argument=VhD4FQ1G&dmai=fb_343_0846_4_01,2,100.00%,2,50.00%,3.50,72.00,0.00%,0,0.00
/lp/houses/343_0846_4_01/index.html?fbclid=IwAR3qY6Q55GRDoEnyKNOryBdBVQUsLFOLtslEN5hDcf46b0feYilQWD_Pfzk,2,50.00%,1,50.00%,5.50,371.00,0.00%,0,0.00
/lp/houses/902_0064_3_01/?gbraid=0AAAAADN8pbPsLpcAwYdFSCCvT2o7Ny_NB,2,100.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/902_0064_3_01/?wbraid=CjgKCAjwieuGBhAyEigAUYLA8wdk6kXYo00lPyyDz_W0ZbLYSAFYZkkrXWvgPwOGwIPlbcFdGgLHNw,2,50.00%,1,50.00%,1.50,62.00,0.00%,0,0.00
/lp/houses/902_0064_3_01/?wbraid=CjkKCQjw0K-HBhDoARIoAG5A9W4fygpFViATVGxsnVSwD1G9E7qK31d5JDKiDinOteb8h5oRkBoC4cs,2,100.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
