ランディング ページ,セッション,新規セッション率,新規ユーザー,直帰率,ページ/セッション,平均セッション時間,コンバージョン率,目標の完了数,目標値
/lp/houses/155_0031_4_01/index.html?argument=VhD4FQ1G&dmai=fb_155_0031_4_01&fbclid=PAAab4TmlTEqWWZ0tQl5_YqgeQmpSswCrccuXSxmebafTDZmykqHoCmmtGBrI_aem_AaNZk7UqvAWf_hLzyBt8tEhZmVCfLVjFBTpDbeDVRiMS1uBR5yZdiv_A_gzvw5qx-WHWlDNAZscSg2rUnR1ebtDtCkG-YQAz99Ea74L3yqQyhsYP5RhOgVNPGoD-E130Zyg,2,50.00%,1,0.00%,2.50,45.00,0.00%,0,0.00
/lp/houses/155_0031_4_01/index.html?argument=VhD4FQ1G&dmai=fb_155_0031_4_01&fbclid=PAAabmxakknhezHMrUbqP83lzXNSUKWSmfu13gTVI2_PgT2rBNtWDr1J_HH5M,2,100.00%,2,50.00%,1.50,179.50,0.00%,0,0.00
/lp/houses/155_0031_4_01/index.html?argument=VhD4FQ1G&dmai=fb_155_0031_4_01&fbclid=PAAaY2CwwUrlKCSjhfk0-PDUhAN6HGNlnw8DwVEUqe4FlNe6W7AsIf01mFvQQ_aem_AYKnwyajfjiCPeLH7ZmARSai0gQ1-t86HFquANuu35S4foNoQmEOxWRjOgIHzehU0neEl48_fudxZGKnOYsI0DG2wBeYSYdG36VlZmQTHgCM4ATEe07qsPWpql9T_CUFAY4,2,50.00%,1,0.00%,5.50,54.50,0.00%,0,0.00
/lp/houses/155_0031_4_01/index.html?argument=VhD4FQ1G&dmai=fb_155_0031_4_01&fbclid=PAAaZPNZ-3C1Kzn1NxAsPzbvMPRFBVJcU3QS3zR3J-JUq0vbLMq7GvQanJJ9M_aem_AR8qxkQY24kc41PPQ-VZJY6FlaOA4NlXewjwUWgdxxJ0tSb7GoBipOJ8dCqzPa2eJm7XsWSz0u4V2yKAAMIFXfPBuI1KQHIbKvf8W00QCNA2mbgpDw8jouph58YQx4_RarI,2,100.00%,2,50.00%,1.50,234.00,0.00%,0,0.00
/lp/houses/156_0054_2_02/?yclid=YSS.1001111129.EAIaIQobChMIi8jU7sCg8QIVDnkqCh37fABSEAAYBCAAEgKYp_D_BwE,2,50.00%,1,0.00%,8.50,628.50,0.00%,0,0.00
/lp/houses/156_0054_2_02/index.html?argument=VhD4FQ1G&dmai=fb_156_0054_2_02&fbclid=PAAablbvA5gg05zC5sQEcZe16UAY1QdJoeWMEZ_3nNZRTGcymZjm_ZnpkdAsk,2,0.00%,0,50.00%,1.50,559.00,0.00%,0,0.00
/lp/houses/156_0054_2_02/index.html?argument=VhD4FQ1G&dmai=fb_156_0054_2_02&fbclid=PAAaYkl4IZI3jkLtxYjRz3Mcq0mphQ_dD-InEzMTw-KfU2aVVmXhVI1b4nsI8_aem_AZQY9FYQxQhL3drTiZcjBc41DF3xPbVGmrkqDbABvWvLXq1AnzYiT6KEfZTGhM9oO5f-AHbDdw9lIOgTmN6xxgTlaLdM7wFuIRkCxFtn2rvjH7PKSgR3UkI_Vapz096E53U,2,50.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/156_0054_2_02/index.html?argument=VhD4FQ1G&dmai=fb_156_0054_2_02&fbclid=PAAaYrrU_0soXrekG3BvXavkSAqAInVilGMa3EwFSqqP0-PyrQemFcfR9VZmk_aem_AQSGA2HVfGgrumkSeJ3JubBqCvTDDbkoMtiACEdTIGU1eMGpfYdIdxQl_0_SOoniXgYzRe-7ZUkaLs-6yZlCB-Mhs51pWrQIgDfjvzGyNfmqDr-wqztr6MASnRpD3zSS1bU,2,100.00%,2,0.00%,2.00,56.50,0.00%,0,0.00
/lp/houses/158_0082_8_02/,2,0.00%,0,50.00%,3.50,1067.00,0.00%,0,0.00
/lp/houses/158_0095_5_04/,2,0.00%,0,0.00%,4.00,96.00,0.00%,0,0.00
/lp/houses/165_0032_1_01/company.html,2,0.00%,0,50.00%,4.00,100.00,0.00%,0,0.00
/lp/houses/165_0032_1_01/index.html?argument=VhD4FQ1G&dmai=fb_165_0032_1_01&fbclid=PAAaZ0Nl3PYLrLPIXHhYsb4orZRnVulNFZSaTfURv7HFDsjEBTdG9JdMkrAig_aem_AeaBh_uAGWNABwKmwtGT4KVS_Zwk49Op_G3uNNubQUNKZk9M7EKZFzL3QAEfbuFNDkeijdn6nCe4m6Kv3n5FtVBYrA9OESoJ9P3x2pO4RU8zE4Edc-nCGRTwR8J1ngIGFwU,2,100.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/166_0001_6_03/concept.html,2,100.00%,2,0.00%,2.00,37.00,0.00%,0,0.00
/lp/houses/166_0003_3_02/index.html?argument=VhD4FQ1G&dmai=fb_166_0003_3_02&fbclid=PAAaYvowE9YSSWDvvu9yV9JbcNCWnra33S_4MoNZ55GqxIw9AwRzhvmLOIS-U_aem_Ab0ustBEvWVYhhOFJNaBKZFQj3553lVx42Z0hjtB6ro-JeZkyNvxiboCaxd7hrzzw9oXeOyrtdBJx7YXZxBs7avlLlACBrYIIBDafq4zgTndmidGtkya2If15G1UWrD9dfc,2,50.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/166_0003_3_02/index.html?argument=VhD4FQ1G&dmai=fb_166_0003_3_02&fbclid=PAAaZpOnWrL22Z1dJ6WRyiQXpaG9onNwuW_SWcMEldh3KZHzZhqL9lukdOfBY,2,50.00%,1,50.00%,1.50,0.50,0.00%,0,0.00
/lp/houses/166_0003_3_02/index.html?argument=VhD4FQ1G&dmai=fb_166_0003_3_02&fbclid=PAAaZpxCZDvdxlLPC6aljU83d1e3d43O0shKc_P2FMVtIrpQcgw5qY_nksk9U_aem_AQo4ixff_iRX75GzNSibQZ0u0CveFvOBUmlAT8w-OOv1zZCcvmq58rxI5dc51bf8u5remzXN2FN4s9ztJu7NvINf_tievGds-wJY1wKhmMrOylzueyFbypA3R-bi2EfTgl4,2,50.00%,1,0.00%,2.50,195.00,0.00%,0,0.00
/lp/houses/166_0013_3_01/index.html?argument=VhD4FQ1G&dmai=fb_166_0013_3_01&fbclid=PAAaagFccQm4xGIdEuOFiuR1fEEJT_24SjGD40q00xvveyx98mchuEct-odXc_aem_AQ5oCn8M4YuqmiYF3La6AF7hif_aXkxAIG8iVERQc8ftnK_DUJs-gn0x_7wh3Jshtxz2j0GVYmTmpxVPeMf6sbisZX8tWlhHdieFiluYhLmwdMay299f7Le4hODkCz8zExQ,2,100.00%,2,0.00%,4.50,151.00,0.00%,0,0.00
/lp/houses/166_0013_3_01/index.html?argument=VhD4FQ1G&dmai=fb_166_0013_3_01&fbclid=PAAaatY9paJ4JQZWxjrFwlejc8DlNDr0UNkokLlxda-ossviVBc7tQpBZeIgU_aem_AZwOJLDn7KbPt9BBVvumLqByOfocwKVjKjLU4H3uzr0dDW1lru6aW-qYbajuzmk3VP2PgP12U1KzsNUWVjwrRLd7fEyZ9KCL3Oo27kjM0ZeS4gdzPX3ABF4VUsnNcoktstI,2,100.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/166_0013_3_01/index.html?argument=VhD4FQ1G&dmai=fb_166_0013_3_01&fbclid=PAAaazLhtccM-gwmJ5P4jHfZ6zxXonDbktVaeOYBTSeqhB5Ubr4J8DyLMh6LE,2,100.00%,2,50.00%,2.50,73.50,0.00%,0,0.00
/lp/houses/166_0013_3_01/index.html?argument=VhD4FQ1G&dmai=fb_166_0013_3_01&fbclid=PAAab9pIz1ZHdE8rZY93ID0zEkjGX2bZ8X1Ilx-Ezj2F7uo9ytokmLa6o72fA_aem_AYpfVZmb1pxHCQXKOLi4U1K4MNGC9FHOUKg31giJbaN5NFPJU0rwWOZcDRNZqKCe0ebZ4h75cTAvBrz-4fiWq8gXRTvqE-G7ZUSXeMv7tbffWvPWAej8Yv8-Cp2Z5OuC0TY,2,100.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/166_0013_3_01/index.html?argument=VhD4FQ1G&dmai=fb_166_0013_3_01&fbclid=PAAaY_arB6UcX9324ZemVfDPApGrMJeP853s855UynLfoLaOp5ruTZ-0YbsgE_aem_AVqEPg6nzPSQB3Ht8U4KCnmG337vWzr5D41FVaFGIGwWe9MoMLhxKH57s7Z_RhltJEpNOTZn8_1cDCi87jCLAEOkzVkFzMM2fkzbexnj4dgP_T0Fcknnq0PkxXoH1Tj1c5U,2,50.00%,1,0.00%,3.00,351.00,0.00%,0,0.00
/lp/houses/166_0013_3_01/index.html?argument=VhD4FQ1G&dmai=fb_166_0013_3_01&fbclid=PAAaY_QOI2FBWq7cztgOKDeE-jz-SjE5FIAovuDnhWB9NYDkCVw7xTWdYS1KA_aem_AQpvra2kim7Zient4dS3tzCYmljZgCehcIN9Qy3aat1DrNNZU8HN7SPwsgbEEOmkxqV_nQkmxCs1rcz7o5PcBmvexsaZbyX2CfKeeDfK32j6fthcj5P8QE9vzDzjBgrXJ24,2,0.00%,0,0.00%,2.00,4.50,0.00%,0,0.00
/lp/houses/166_0013_3_01/index.html?argument=VhD4FQ1G&dmai=fb_166_0013_3_01&fbclid=PAAaY3I5uDFEzc-Hvh2EdT-lJoKI07-Ns1oqHv8l4eGNKY9ajzOoVx5ZOC19U_aem_AaMpc3RR7WJ_4ip0-1EaUyoTXx8phLFxFLldAb3cBixWyEjHKNTtn99IMnZCZbFkK5c-v0B9lQfIxMLW516KUyfhrEd92yvy-d-0vEFgiuM8sawUSsLv7PRmfSJrpPmmJro,2,50.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/166_0013_3_01/index.html?argument=VhD4FQ1G&dmai=fb_166_0013_3_01&fbclid=PAAaYCv7jflVCBpUbb68HlvEZeELKTvWr2rJH8RtJ65Ldu_FYT70fqEMjJYno_aem_AeHMYOH3zPNwcjQSIvb1UcCQ6jY9lmoGlsySQ_vMNh905y9uOTHoI58T_KF3wVrb2zIU2_l4AQG7ZVPjuj4JimRe46WXR6m8Pnf6_NBu2VqWbbvDxcIV4tJzzXoymA5bep0,2,0.00%,0,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/166_0013_3_01/index.html?argument=VhD4FQ1G&dmai=fb_166_0013_3_01&fbclid=PAAaZpkuKvlOwZE8Ur-JDDY_RbKnyErh4viYCc4RlkkXzwVJwOyfdCBYdsSQU_aem_AeAWcneQO8HBx_DsxiWH01_7Cwz-6qhWJbvBLopXFyuutUOyKLFvK-7po4qhooFCDOo-lBbfQJ2y0A_M5Wc0uxlzPwWnUKOWpFZSVAgP_EafKUCed2KC1E-28INhZ6luvuc,2,50.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/167_0042_4_04/index.html?argument=VhD4FQ1G&dmai=fb_167_0042_4_04&fbclid=PAAaZfb-dZJzO4rTe3DNmwl6Tp9S4qbmVnfJq7cc35BHHjxLuCQsBZrsSvG_w_aem_AeIzdA_677HSVXj_hwIpEXuz_SpdDPcwtp-DY7g77MkiHVwwh7mivOJGZXaC6pAkexi4tRLf1Jmmzz_IJooYq06UGf4lSkluyhcdDzz3sB5q5F96gB_cdu0HHVxjaLgBT9U,2,50.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/167_0042_4_05/index.html?argument=VhD4FQ1G&dmai=fb_167_0042_4_05&fbclid=IwAR087Nn5S531A_8v-RZtCRPJinvtpi3KrE3e94qIoEgbo2t5q8p4s_ShzDA,2,50.00%,1,50.00%,1.50,52.00,0.00%,0,0.00
/lp/houses/167_0042_4_05/index.html?argument=VhD4FQ1G&dmai=fb_167_0042_4_05&fbclid=IwAR1EO2Hyr0_3kWvo5RcH87-MnZX-NF14oxtNwVp9THZPDK_YyKsKsdaOsh8,2,0.00%,0,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/167_0042_4_05/index.html?argument=VhD4FQ1G&dmai=fb_167_0042_4_05&fbclid=IwAR2Gqe7oqcc9yexvNPmq6D4JTUid7OLRqYaceTZT_UwGSvkNap9OzzHxfls_aem_AUrCsa-F-z_0_6x9DBMM2an-HVvwd68xnxS-s55HuubNJk689aPSRi8jGKjrd-BhtJSZI8hZyK7Puyt92D_nG9vx3aIpqQ83WREtPjHO_bO9jaejG2zEo0wpgN069E0z5tI,2,100.00%,2,50.00%,3.00,68.50,0.00%,0,0.00
/lp/houses/167_0042_4_05/index.html?argument=VhD4FQ1G&dmai=fb_167_0042_4_05&fbclid=PAAaaIqWpEemNUXF9BPfFnfLENYnPI2-dEz92uzAYr_3JnPG18BzMVSWirn3Y_aem_AZFiC75mjwDV-AEkv0mjH-8q3F38XPxxJb6gjkymEOheZghw4nnD1DM5uaVjwOD4MZCQYQLb1b4Z1Q3uvTKJwnKuQvfdcGRokYtQlBvzwoc3jzM1BOLl8UMOC36eWI8pHvs,2,50.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/167_0042_4_05/index.html?argument=VhD4FQ1G&dmai=fb_167_0042_4_05&fbclid=PAAaajZvx2meLPOzLIPkP73WddKwZn5Vrt4F2TPyBh422vZWsDY2o8KbVZPtk_aem_AeF0N7Hb558x92SBeNwSlQjcOFRjIEhvEarXrlPYP6iYTGsy3UadBMvGAOs8UaMNMp0KCPBbjPyFUNxOK2mkn1sLOIQvORqIvHItNpAFW1-1zNRwgPrkGFVWpSP8Q2P6xE4,2,100.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/167_0042_4_05/index.html?argument=VhD4FQ1G&dmai=fb_167_0042_4_05&fbclid=PAAab2vxP9AdOhKdoNDdV1wlEBSoXm8bhbHh9fBtw06jenklTKN1P6la5wztA_aem_AWZwMZYkZSLLQo6XTVYJ1Lb-Jcxl71Li6yNKJTJseT7bMqvYjXFeoot3hPIP_U9GQOSGq7hSOir0KcarTxOM1VRaw97vt1zU5K2SjXZvqKnxXSob9LhQx6SMKl3sHgJmtQ0,2,100.00%,2,50.00%,3.00,23.50,0.00%,0,0.00
/lp/houses/167_0042_4_05/index.html?argument=VhD4FQ1G&dmai=fb_167_0042_4_05&fbclid=PAAab9WhluYICFjA68q_muqmIs_MluKM3vhY4VUn9ctHZ4w2c26iQ57bucNU8,2,50.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/167_0042_4_05/index.html?argument=VhD4FQ1G&dmai=fb_167_0042_4_05&fbclid=PAAabB9Rd5mWiYxHV1THvNwoSxCpftBLEjjHuNS9RUrnYzzsdiWh5fsslTRds_aem_AWZqV4k6-X0JemTrKJ387JTcPosKaniy8yK6PifuA3KOZNOwrs20ZP3EBz0wVdiBYB_4aRVbvxPngPS8Nk9OVYQ_1l-deH3eHLlJ7uzmuEo5JkVmhMEAMgz1vXNE-IHZ-pg,2,100.00%,2,50.00%,1.50,53.00,0.00%,0,0.00
/lp/houses/167_0042_4_05/index.html?argument=VhD4FQ1G&dmai=fb_167_0042_4_05&fbclid=PAAabRLYDE8bGHpTQS0mQhYJdQy2WTWD6Gv_0z8V93qnzls-ODciSTuvQRzm8_aem_ARRGxzMC9kqjANXTCXbxIU6kGq5Dc0Q7HrvBz9m4IheZGv2pImYJ7GLCXdLw2ga8GL3Iv0YbO_0ohdkC0nVHKirdoZmRS2rFCpjmrGkEHrgXrPkKzai2J5EQcfQU5Oba-tc,2,100.00%,2,0.00%,9.00,747.50,50.00%,1,0.00
/lp/houses/167_0042_4_05/index.html?argument=VhD4FQ1G&dmai=fb_167_0042_4_05&fbclid=PAAabZpktqYVENdNPV4Y__bBLX5NwJdH8ToMsmI85l_8GhF12qaqOgpG0ZFNs_aem_Ad1X95A90JbMHm5uJsDbJ54h3qvY2DBq0IPiqSrGa_SGvqgDpyI2vv0ckzJnOPeMHwMKsSZQQ_gyOIbO8iJ6qvgyO4TtvYRF08CRwUXISCwZw5o9eoE9FtZhjIZomyBvrmo,2,100.00%,2,0.00%,7.00,336.00,0.00%,0,0.00
/lp/houses/167_0042_4_05/index.html?argument=VhD4FQ1G&dmai=fb_167_0042_4_05&fbclid=PAAaYIkvPeu0WMfYpY612DqpFd1s65G0uRcjmd1LCYvUHhDpojAA_m3l_Dvck_aem_AbMX13-J3ieaVezCyjpvWRVGRgLz7ogiDdDLDA9OTfodMDN6XDoDUQuMFaIGaxFZydYUpwXrghzsEUhi8egi94lNWZZGhy4mIpNamo8ZzuBJatEfJLTSwjA0J8cwU-RCcV8,2,100.00%,2,0.00%,2.50,88.50,0.00%,0,0.00
/lp/houses/167_0042_4_05/index.html?argument=VhD4FQ1G&dmai=fb_167_0042_4_05&fbclid=PAAaYWuuk9NWwnwjJ9fNLjuB315dSXKK-hbWyP2nsWIaPr5V_ksuTxeaLkahc_aem_AaaMX3o8x_XKxef0k5b1G4-Cm72djQth70mm19tIS7n7L6qMakU03H0dcciC92iPI4Z6ifVaH8rZyNkHc_mwOF3H0gy6-OlZvPq1bcKyTe3TUGSwQgqPDkOgEfmgPs2hBlI,2,100.00%,2,50.00%,2.50,54.50,0.00%,0,0.00
/lp/houses/167_0042_4_05/index.html?argument=VhD4FQ1G&dmai=fb_167_0042_4_05&fbclid=PAAaZBafdar7jzOh006vrw1ptpl1S_wWAMP4vqH4_T2YnArL67OM0lKFxTDfQ_aem_AXmRU4vPZdJtQ5vcRWENYXCZ7oJ3enORPlsQj70kR3Zgctt85DyFThO0CgwCLOBpIMKJ20nwuZLu3-JiNQVba5w3se8L4ucn8urTDecB-Zt9NfYdaUArSxWZFS4LXPFyxGY,2,50.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/167_0042_4_05/index.html?argument=VhD4FQ1G&dmai=fb_167_0042_4_05&fbclid=PAAaZbPlQ8rcmHwMPndPrSWTCpKlkyc3pYP27q6lvAqGHl7rEVA4Zm5HNQHMQ_aem_AaH2bT_RjP35I5OrDMIT6WsHTcjd0Q4HPFGqEbjdoDfhohJJl_SX9pQfun5FJd7eT0Hjxram3XYCLUUJ7T1OEZ_zGJewMd2TkpjJ9wQlo_l5psxtdj0a9jWs35wrZaeUCJw,2,100.00%,2,50.00%,1.50,44.50,0.00%,0,0.00
/lp/houses/167_0042_4_05/index.html?argument=VhD4FQ1G&dmai=fb_167_0042_4_05&fbclid=PAAaZFgqkSFzoGc7dO0yLFQh8hM3-fv02_S6gOVxxNtIogC9R22yyJ4aMVJbQ_aem_AQuDC9235OgbvXXQRaOpUtTcvgoxRuutegFFvIptVFOSaY3QNJjtbslUme1m7di6-uPC8lRbPN1mDKluP3lHOmEN3zpAjpmlqpyKOTFHN5E0N8oe61cE0UtSEeQwfCj9eCs,2,100.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/167_0042_4_05/index.html?argument=VhD4FQ1G&dmai=fb_167_0042_4_05&fbclid=PAAaZXvAu9Umdoqkz7L05gioCa5rqb-h5z0gOS_M9QO6ca9nlP80dTMi-GasE_aem_Aaa3G4F_HoBnLY5RzuZCf8oNLWhomgzJReEMVz0I8ShVaH0ctcEshXjmCWhlQ-zZTRtNxD9sNMra-mecmCWayZ-pn9_-N6Gswbe6JjlmVTwrU-kiJqQzu4LX3HkDwXRoK2o,2,50.00%,1,50.00%,1.50,44.00,0.00%,0,0.00
/lp/houses/167_0052_3_06/index.html?argument=VhD4FQ1G&dmai=fb_167_0052_3_06&fbclid=PAAab3QPvaUKeomCVbglDKFoyXV1V-Gn9Fqs0JLymwgyt9deGN7693NG3aCH8_aem_AZC_6HvPYGTiIr7opTxKJywySsUlCVropf6v3ltFez0P7oCnqjENQF9joFE2hDnRDVFajM20jb8GE2NEmq7MQLTQqpPv5l6cw4g4e_jMieE2t3SZ3rNRDFXYmJ7bX6Zu7S4,2,50.00%,1,50.00%,3.00,198.50,0.00%,0,0.00
/lp/houses/168_0074_1_02/concept.html,2,0.00%,0,50.00%,2.00,190.50,0.00%,0,0.00
/lp/houses/168_0074_1_02/index.html?argument=VhD4FQ1G&dmai=fb_168_0074_1_02&fbclid=IwAR1PONpeCmesCCPjx1ut2RBvGjimhAhmN0dScv06hq_qz9ywMSSgcOD5z5Q_aem_AcitKa4NLfpOB5dSFYl5YNUgH1EE-FTLt9A9yddEaqBS7aEBDbe5AjzJnYuAA3jYjA_CsmwB4QCyq8-9XofiAGxcSnhEGSPLxRLNh7O1tRZL4PtcBp2hQVzPU82NT0UmNWo,2,50.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/168_0074_1_02/index.html?argument=VhD4FQ1G&dmai=fb_168_0074_1_02&fbclid=PAAaacv-iJ5ZSgtXiN4_223tFEEtojsrQC8Q_RUTNGqWfcO88rt0JHREbpz0M,2,100.00%,2,0.00%,5.50,456.00,0.00%,0,0.00
/lp/houses/168_0074_1_02/index.html?argument=VhD4FQ1G&dmai=fb_168_0074_1_02&fbclid=PAAabVBs6kQoPN3ySzjT1B6WmAGyl-wLGkSMjqKyptUoxoR-w--gI_oWnORM8_aem_AX2m26k2Z48fM19OQxJBRAK2RJNzQCnutYY2K8dY70NbNO8AJ0bLdH-8xgz3uixc2M4pvPdiPnoA0GYYDe61rqQ-CnSkK4gyUvpcCOqCI2vj3uc5CkfgYyqcuA4I4prWeQs,2,50.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/169_0074_1_01/?yclid=YSS.1001111129.EAIaIQobChMIueyv9M258AIVhENgCh1vEAytEAAYASAAEgJ5KfD_BwE,2,100.00%,2,0.00%,2.00,76.50,0.00%,0,0.00
/lp/houses/169_0074_1_01/index.html?argument=VhD4FQ1G&dmai=fb_169_0074_1_01&fbclid=PAAab6MftZJz30X1Tkf3U-0L0rHJs3VRzWhYmCTpZkceqjka6bnWm1jUXuBBs,2,100.00%,2,50.00%,2.00,101.50,0.00%,0,0.00
/lp/houses/169_0074_1_01/index.html?argument=VhD4FQ1G&dmai=fb_169_0074_1_01&fbclid=PAAabkmDui0KqI-mjxfkGs9YJMOzjPGZS-22XgCn-ORwGs8WeWkqN3KOYIgNA,2,100.00%,2,50.00%,5.50,252.50,0.00%,0,0.00
/lp/houses/169_0074_1_01/index.html?argument=VhD4FQ1G&dmai=fb_169_0074_1_01&fbclid=PAAabOakTjpPKwv_1qbOrlESMQYoiNWgiccjpkvLJasftg6JyEF0jjjZZ0iKE_aem_AS1XUngCVo9xP4BLho5VrMClZol58jn8NqhNolGNq77xb7Rd7EGJdnIshZsL68tKP9KpP9EXYljPnipES6Jmc-pYAT5EUFzMlHkqAMws_ZFbO1odIh8fbHuEIRpSftKLYS0,2,100.00%,2,50.00%,5.00,508.50,0.00%,0,0.00
/lp/houses/169_0074_1_01/index.html?argument=VhD4FQ1G&dmai=fb_169_0074_1_01&fbclid=PAAabRB7Tc4hl-xKskr80bguFk4HlqVbru3A34vsmi_GVFxHT-tIv9V4Zv4eM,2,50.00%,1,50.00%,2.50,147.00,0.00%,0,0.00
/lp/houses/169_0074_1_01/index.html?argument=VhD4FQ1G&dmai=fb_169_0074_1_01&fbclid=PAAaY-afyXZIO9AkGydFkqWTBvBLb0rCFSyakkvr_8AZ1qVinu0WDF0iGKKBw,2,100.00%,2,0.00%,2.50,123.00,0.00%,0,0.00
/lp/houses/170_0005_2_02/company.html,2,50.00%,1,0.00%,5.00,59.50,0.00%,0,0.00
/lp/houses/170_0011_2_04/?yclid=YSS.1001111129.EAIaIQobChMIloDggJnF8AIV3MEWBR1Z4Qx9EAAYAiAAEgJRI_D_BwE,2,100.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/170_0011_2_04/?yclid=YSS.1001111129.EAIaIQobChMIs_b1hYHx8AIVSKmWCh189Ac2EAAYASAAEgIFAvD_BwE,2,100.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/173_0002_8_01/?yclid=YSS.1001111129.EAIaIQobChMIwfD6scSw8QIV8RxyCh0oAQS9EAAYASAAEgLM4_D_BwE,2,100.00%,2,50.00%,1.50,378.00,0.00%,0,0.00
/lp/houses/173_0002_8_01/?yclid=YSS.1001111129.EAIaIQobChMIxqa1gYWR8QIVhE5gCh2E3gA2EAAYASAAEgIXgfD_BwE,2,50.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/173_0002_8_01/concept.html,2,0.00%,0,0.00%,2.50,17.50,0.00%,0,0.00
/lp/houses/173_0002_8_01/index.html?argument=VhD4FQ1G&dmai=fb_173_0002_8_01&fbclid=IwAR0O0QqIdRSvMRmD-e-r6kk6O0441nV3hmEbmRxhT5SZXrsRuruwmS8ywx0_aem_AYVmPx54rQQCsva8woQGb8JFYW0HtwNJSJR2LUx8IAx33ocub2fy4T26cKW2H-FRk9qjGa4onQ46v3ZBxXue6P_g13ciI14DQw8yFzYGPxnfh7AcSzc35dOKk9ETSRcYtcU,2,100.00%,2,50.00%,5.00,200.50,0.00%,0,0.00
/lp/houses/173_0002_8_01/index.html?argument=VhD4FQ1G&dmai=fb_173_0002_8_01&fbclid=IwAR2_mD920JXhaTId8-PymuIg1QQnZBu1Goa4OWyUtaUPL9RalTPyF0NRFtM_aem_Aa6UrTkOlmtQ8qLfqfrlVwhj9MSSTc-yaNUNkHFJQoqJszotbEDdZ3r2o8iwyrWyYhCVSjLBv42i-tPbEyxzHjPaYSYyfdz8tKdZZdcPaucs0vrGlgo907spK4IVwSfrpc0,2,50.00%,1,50.00%,1.50,856.00,0.00%,0,0.00
/lp/houses/173_0002_8_01/index.html?argument=VhD4FQ1G&dmai=fb_173_0002_8_01&fbclid=IwAR2bn3di7sznX78sXcdDQS6lYziSxHrVINgK7vg59u5WmVPC9tSCSG8cm9k,2,50.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/173_0002_8_01/index.html?argument=VhD4FQ1G&dmai=fb_173_0002_8_01&fbclid=PAAaaQRx5mPI9TI3vQCx-DqKg9v52_ig_DJ34G9Rh-JpDlPrlZC-kKNDt-dCg_aem_ATGv90wEEbI9iLFnXRLVrfZkS_PkkgywAqq2oB0xBq8r-lozJHPn6v9qyLTnatQm9olL03YiclyVP2i-MtQyYg_YdWYp49PFy81Im_29F9caY0irmjyfIn5-V85UgAR8Vyk,2,100.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/173_0002_8_01/index.html?argument=VhD4FQ1G&dmai=fb_173_0002_8_01&fbclid=PAAabffALIwnC-Sj7R045FiSSnLl29jvUmg9KWx3QXyoPLxIsrNZg4r0Xms10_aem_AX1hdu4i7Tpkhj62q25jaamyzEriRK5KzZDGtcHuAMt8Bpcduw478f276BmFgIgDQRuIsyhdOmYf1js6RjX8E0LKbGGfg_K9_phtVFEWcQjPxfRo8c2uBNVa_Jecmlk81Yo,2,50.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/174_0043_1_02/index.html?argument=VhD4FQ1G&dmai=fb_174_0043_1_02&fbclid=PAAabU9q75dx8Jzk_2zdkNCRSfd0XL-gy93ZdYvOiV7AQhxlTekhlVRINLCyo_aem_AcCczNzzxOjYA47mQD1ieiuPi1h1lXUk6tTu_ImHhblQDyKLzAoaMdh2vf2rH0eXoPFGC13v4ljhy-rSREqkTb561oXmAez-HtWLg1QcYWJVokdU9gmtJ3w4SLkZqBlNFAM,2,50.00%,1,50.00%,1.50,99.50,0.00%,0,0.00
/lp/houses/175_0045_2_02/index.html?argument=VhD4FQ1G&dmai=fb_175_0045_2_02&fbclid=IwAR3WqjEkaqzFVjmnGUMcIK0M9g2q6Ysw3YwCI-Qxw82IMg-1KsMovTy8h38,2,0.00%,0,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/176_0013_2_03/index.html?argument=VhD4FQ1G&dmai=fb_176_0013_2_03,2,100.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
